geometry,name,types,vicinity,latitude,longitude,distance,lifeline_number,lifeline_category
"{'location': {'lat': 39.7464506, 'lng': -104.9979995}, 'viewport': {'northeast': {'lat': 39.7478586302915, 'lng': -104.9967639197085}, 'southwest': {'lat': 39.7451606697085, 'lng': -104.9994618802915}}}",Four Seasons Hotel Denver,"['spa', 'lodging']","1111 14th Street, Denver",39.7464506,-104.9979995,1.0416,2,food_water_shelter
"{'location': {'lat': 39.7466679, 'lng': -104.9921944}, 'viewport': {'northeast': {'lat': 39.7481272302915, 'lng': -104.9907850197085}, 'southwest': {'lat': 39.7454292697085, 'lng': -104.9934829802915}}}","Magnolia Hotel Denver, a Tribute Portfolio Hotel",['lodging'],"818 17th Street, Denver",39.7466679,-104.9921944,0.8439,2,food_water_shelter
"{'location': {'lat': 39.74681229999999, 'lng': -104.9948482}, 'viewport': {'northeast': {'lat': 39.7482649302915, 'lng': -104.9933700697085}, 'southwest': {'lat': 39.7455669697085, 'lng': -104.9960680302915}}}",Rialto Cafe,"['cafe', 'bar', 'restaurant', 'food']","934 16th Street Mall, Denver",39.74681229999999,-104.9948482,0.9307,2,food_water_shelter
"{'location': {'lat': 39.746921, 'lng': -104.9946703}, 'viewport': {'northeast': {'lat': 39.7482699802915, 'lng': -104.9933213197085}, 'southwest': {'lat': 39.7455720197085, 'lng': -104.9960192802915}}}",Courtyard by Marriott Denver Downtown,['lodging'],"934 16th Street Mall, Denver",39.746921,-104.9946703,0.9354,2,food_water_shelter
"{'location': {'lat': 39.7475365, 'lng': -105.0038053}, 'viewport': {'northeast': {'lat': 39.74897893029149, 'lng': -105.0024315197085}, 'southwest': {'lat': 39.74628096970849, 'lng': -105.0051294802915}}}",SpringHill Suites by Marriott Denver Downtown,['lodging'],"1190 Auraria Parkway, Denver",39.7475365,-105.0038053,1.4832,2,food_water_shelter
"{'location': {'lat': 39.7475681, 'lng': -104.9947965}, 'viewport': {'northeast': {'lat': 39.7488171802915, 'lng': -104.9935765197085}, 'southwest': {'lat': 39.7461192197085, 'lng': -104.9962744802915}}}",Rock Bottom Restaurant & Brewery,"['bar', 'restaurant', 'food']","1001 16th Street Mall #A-100, Denver",39.7475681,-104.9947965,1.0058,2,food_water_shelter
"{'location': {'lat': 39.7477889, 'lng': -104.9929023}, 'viewport': {'northeast': {'lat': 39.74908988029149, 'lng': -104.9916127197085}, 'southwest': {'lat': 39.7463919197085, 'lng': -104.9943106802915}}}",Panzano,"['bar', 'restaurant', 'food']","909 17th Street, Denver",39.7477889,-104.9929023,0.9788,2,food_water_shelter
"{'location': {'lat': 39.747902, 'lng': -104.992659}, 'viewport': {'northeast': {'lat': 39.7491462802915, 'lng': -104.9911667697085}, 'southwest': {'lat': 39.7464483197085, 'lng': -104.9938647302915}}}",Kimpton Hotel Monaco Denver,"['spa', 'lodging']","1717 Champa Street, Denver",39.747902,-104.992659,0.9865,2,food_water_shelter
"{'location': {'lat': 39.7480231, 'lng': -104.992203}, 'viewport': {'northeast': {'lat': 39.7493325802915, 'lng': -104.9907923697085}, 'southwest': {'lat': 39.7466346197085, 'lng': -104.9934903302915}}}",Residence Inn by Marriott Denver City Center,['lodging'],"1725 Champa Street, Denver",39.7480231,-104.992203,0.9923,2,food_water_shelter
"{'location': {'lat': 39.7481242, 'lng': -104.9992138}, 'viewport': {'northeast': {'lat': 39.7493972302915, 'lng': -104.9977639697085}, 'southwest': {'lat': 39.7466992697085, 'lng': -105.0004619302915}}}",The Market at Larimer Square,"['bakery', 'restaurant', 'food', 'store']","1445 Larimer Street, Denver",39.7481242,-104.9992138,1.252,2,food_water_shelter
"{'location': {'lat': 39.7481497, 'lng': -104.8263054}, 'viewport': {'northeast': {'lat': 39.7495230802915, 'lng': -104.8247931197085}, 'southwest': {'lat': 39.7468251197085, 'lng': -104.8274910802915}}}",Denver Meadows R.V. Park,"['rv_park', 'campground', 'lodging', 'park']","2075 Potomac Street, Aurora",39.7481497,-104.8263054,14.0676,2,food_water_shelter
"{'location': {'lat': 39.74818009999999, 'lng': -104.9991492}, 'viewport': {'northeast': {'lat': 39.74945183029149, 'lng': -104.9976976697085}, 'southwest': {'lat': 39.74675386970849, 'lng': -105.0003956302915}}}",Osteria Marco,"['restaurant', 'food']","1453 Larimer Street, Denver",39.74818009999999,-104.9991492,1.2536,2,food_water_shelter
"{'location': {'lat': 39.7485816, 'lng': -104.9976901}, 'viewport': {'northeast': {'lat': 39.7500376802915, 'lng': -104.9964843697085}, 'southwest': {'lat': 39.7473397197085, 'lng': -104.9991823302915}}}",Denver Casino & Poker Rentals,"['casino', 'food']","1550 Larimer Street, Denver",39.7485816,-104.9976901,1.2197,2,food_water_shelter
"{'location': {'lat': 39.7486565, 'lng': -105.0076028}, 'viewport': {'northeast': {'lat': 39.7496639302915, 'lng': -105.0058890197085}, 'southwest': {'lat': 39.7469659697085, 'lng': -105.0085869802915}}}",Colorado Avalanche-Nhl Hockey,['stadium'],"1000 Chopper Circle, Denver",39.7486565,-105.0076028,1.8181,2,food_water_shelter
"{'location': {'lat': 39.74866, 'lng': -105.00771}, 'viewport': {'northeast': {'lat': 39.7495772802915, 'lng': -105.0061145197085}, 'southwest': {'lat': 39.7468793197085, 'lng': -105.0088124802915}}}",Pepsi Center,['stadium'],"1000 Chopper Circle, Denver",39.74866,-105.00771,1.8258,2,food_water_shelter
"{'location': {'lat': 39.7488648, 'lng': -104.9966712}, 'viewport': {'northeast': {'lat': 39.7501509802915, 'lng': -104.9954046697085}, 'southwest': {'lat': 39.7474530197085, 'lng': -104.9981026302915}}}",Mellow Mushroom,"['meal_takeaway', 'bar', 'restaurant', 'food']","1201 16th Street Mall #108, Denver",39.7488648,-104.9966712,1.2045,2,food_water_shelter
"{'location': {'lat': 39.7488753, 'lng': -104.9955161}, 'viewport': {'northeast': {'lat': 39.7502728802915, 'lng': -104.9942296697085}, 'southwest': {'lat': 39.7475749197085, 'lng': -104.9969276302915}}}",The Westin Denver Downtown,['lodging'],"1672 Lawrence Street, Denver",39.7488753,-104.9955161,1.1638,2,food_water_shelter
"{'location': {'lat': 39.7492785, 'lng': -104.9997302}, 'viewport': {'northeast': {'lat': 39.7505887802915, 'lng': -104.9984267197085}, 'southwest': {'lat': 39.7478908197085, 'lng': -105.0011246802915}}}",P.F. Chang's,"['meal_takeaway', 'restaurant', 'food']","1415 15th Street, Denver",39.7492785,-104.9997302,1.3813,2,food_water_shelter
"{'location': {'lat': 39.7499645, 'lng': -104.999693}, 'viewport': {'northeast': {'lat': 39.7513543302915, 'lng': -104.9983977697085}, 'southwest': {'lat': 39.7486563697085, 'lng': -105.0010957302915}}}",Freshcraft,"['meal_takeaway', 'bar', 'restaurant', 'food']","1530 Blake Street, Denver",39.7499645,-104.999693,1.442,2,food_water_shelter
"{'location': {'lat': 39.7518221, 'lng': -105.0139394}, 'viewport': {'northeast': {'lat': 39.7534829802915, 'lng': -105.0125295197085}, 'southwest': {'lat': 39.75078501970851, 'lng': -105.0152274802915}}}",Downtown Aquarium,"['tourist_attraction', 'aquarium', 'amusement_park', 'restaurant', 'food']","700 Water Street, Denver",39.7518221,-105.0139394,2.4645,2,food_water_shelter
"{'location': {'lat': 39.7528151, 'lng': -104.9994177}, 'viewport': {'northeast': {'lat': 39.7542237302915, 'lng': -104.9981483197085}, 'southwest': {'lat': 39.7515257697085, 'lng': -105.0008462802915}}}",Venice,"['meal_delivery', 'bar', 'restaurant', 'food']","1700 Wynkoop Street, Denver",39.7528151,-104.9994177,1.7031,2,food_water_shelter
"{'location': {'lat': 39.75325830000001, 'lng': -104.9924389}, 'viewport': {'northeast': {'lat': 39.75457453029151, 'lng': -104.9910017197085}, 'southwest': {'lat': 39.75187656970851, 'lng': -104.9936996802915}}}",Marquis Pizza,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food']","2009 Larimer Street, Denver",39.75325830000001,-104.9924389,1.5721,2,food_water_shelter
"{'location': {'lat': 39.7540021, 'lng': -104.9985353}, 'viewport': {'northeast': {'lat': 39.75529488029149, 'lng': -104.9970996197085}, 'southwest': {'lat': 39.75259691970849, 'lng': -104.9997975802915}}}",Rodizio Grill - Denver,"['restaurant', 'food']","1801 Wynkoop Street, Denver",39.7540021,-104.9985353,1.7901,2,food_water_shelter
"{'location': {'lat': 39.754077, 'lng': -105.220635}, 'viewport': {'northeast': {'lat': 39.7555170302915, 'lng': -105.2191138197085}, 'southwest': {'lat': 39.7528190697085, 'lng': -105.2218117802915}}}",Table Mountain Inn,"['lodging', 'restaurant', 'food']","1310 Washington Avenue, Golden",39.754077,-105.220635,19.7875,2,food_water_shelter
"{'location': {'lat': 39.75450589999999, 'lng': -104.9909703}, 'viewport': {'northeast': {'lat': 39.75578228029149, 'lng': -104.9895167697085}, 'southwest': {'lat': 39.75308431970849, 'lng': -104.9922147302915}}}",Marco's Coal Fired | Ballpark,"['meal_takeaway', 'bar', 'restaurant', 'food']","2129 Larimer Street, Denver",39.75450589999999,-104.9909703,1.7009,2,food_water_shelter
"{'location': {'lat': 39.75501440000001, 'lng': -105.146555}, 'viewport': {'northeast': {'lat': 39.7563530802915, 'lng': -105.1451083197085}, 'southwest': {'lat': 39.7536551197085, 'lng': -105.1478062802915}}}",Golden Goal Sports Complex,"['stadium', 'health']","2650 Alkire Street, Golden",39.75501440000001,-105.146555,13.4927,2,food_water_shelter
"{'location': {'lat': 39.7558823, 'lng': -104.9941781}, 'viewport': {'northeast': {'lat': 39.76124635, 'lng': -104.98856195}, 'southwest': {'lat': 39.75233295, 'lng': -104.99605015}}}",Coors Field,"['stadium', 'tourist_attraction']","2001 Blake Street, Denver",39.7558823,-104.9941781,1.8833,2,food_water_shelter
"{'location': {'lat': 39.7586993, 'lng': -105.0091487}, 'viewport': {'northeast': {'lat': 39.7599579802915, 'lng': -105.0077501697085}, 'southwest': {'lat': 39.7572600197085, 'lng': -105.0104481302915}}}",Ale House,"['bar', 'restaurant', 'food']","2501 16th Street, Denver",39.7586993,-105.0091487,2.7037,2,food_water_shelter
"{'location': {'lat': 39.7595239, 'lng': -105.0113827}, 'viewport': {'northeast': {'lat': 39.76093738029149, 'lng': -105.0101529697085}, 'southwest': {'lat': 39.7582394197085, 'lng': -105.0128509302915}}}",Linger,"['bar', 'restaurant', 'food']","2030 West 30th Avenue, Denver",39.7595239,-105.0113827,2.8933,2,food_water_shelter
"{'location': {'lat': 39.7599625, 'lng': -105.0258346}, 'viewport': {'northeast': {'lat': 39.7613091302915, 'lng': -105.0243558197085}, 'southwest': {'lat': 39.7586111697085, 'lng': -105.0270537802915}}}",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'clothing_store', 'store']","2975 Federal Boulevard, Denver",39.7599625,-105.0258346,3.8207,2,food_water_shelter
"{'location': {'lat': 39.761122, 'lng': -104.981744}, 'viewport': {'northeast': {'lat': 39.7625242302915, 'lng': -104.9804669197085}, 'southwest': {'lat': 39.7598262697085, 'lng': -104.9831648802915}}}",Crema Coffee House,"['cafe', 'food', 'store']","2862 Larimer Street, Denver",39.761122,-104.981744,2.5428,2,food_water_shelter
"{'location': {'lat': 39.76218329999999, 'lng': -105.0134083}, 'viewport': {'northeast': {'lat': 39.7634532302915, 'lng': -105.0120595697085}, 'southwest': {'lat': 39.7607552697085, 'lng': -105.0147575302915}}}",Highland Tap and Burger,"['bar', 'restaurant', 'food']","2219 West 32nd Avenue, Denver",39.76218329999999,-105.0134083,3.2331,2,food_water_shelter
"{'location': {'lat': 39.7625638, 'lng': -104.7773001}, 'viewport': {'northeast': {'lat': 39.7639497302915, 'lng': -104.7759378697085}, 'southwest': {'lat': 39.7612517697085, 'lng': -104.7786358302915}}}",The Home Depot,"['hardware_store', 'home_goods_store', 'store']","3475 North Salida Street, Aurora",39.7625638,-104.7773001,18.4093,2,food_water_shelter
"{'location': {'lat': 39.76291680000001, 'lng': -104.7929695}, 'viewport': {'northeast': {'lat': 39.7641097302915, 'lng': -104.7915819197085}, 'southwest': {'lat': 39.7614117697085, 'lng': -104.7942798802915}}}",Flying J Travel Center,"['gas_station', 'convenience_store', 'food', 'store']","16751 East 32nd Avenue, Aurora",39.76291680000001,-104.7929695,17.0887,2,food_water_shelter
"{'location': {'lat': 39.7630738, 'lng': -105.0056016}, 'viewport': {'northeast': {'lat': 39.7645013302915, 'lng': -105.0042527697085}, 'southwest': {'lat': 39.7618033697085, 'lng': -105.0069507302915}}}",Root Down,"['restaurant', 'food']","1600 West 33rd Avenue, Denver",39.7630738,-105.0056016,2.961,2,food_water_shelter
"{'location': {'lat': 39.7697177, 'lng': -104.8972893}, 'viewport': {'northeast': {'lat': 39.77082433029149, 'lng': -104.8963745197085}, 'southwest': {'lat': 39.76812636970849, 'lng': -104.8990724802915}}}",Subway,"['meal_takeaway', 'restaurant', 'food']","7800 East Smith Road, Denver",39.7697177,-104.8972893,8.649,2,food_water_shelter
"{'location': {'lat': 39.7698938, 'lng': -104.8983039}, 'viewport': {'northeast': {'lat': 39.7710728802915, 'lng': -104.8968505697085}, 'southwest': {'lat': 39.7683749197085, 'lng': -104.8995485302915}}}",Walmart Supercenter,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'food', 'store']","7800 Smith Road, Denver",39.7698938,-104.8983039,8.577,2,food_water_shelter
"{'location': {'lat': 39.77030139999999, 'lng': -104.8968074}, 'viewport': {'northeast': {'lat': 39.7716503802915, 'lng': -104.8953278697085}, 'southwest': {'lat': 39.7689524197085, 'lng': -104.8980258302915}}}",Walmart Bakery,"['bakery', 'food', 'store']","7800 Smith Road, Denver",39.77030139999999,-104.8968074,8.7125,2,food_water_shelter
"{'location': {'lat': 39.7703054, 'lng': -104.901155}, 'viewport': {'northeast': {'lat': 39.77158318029149, 'lng': -104.8993516697085}, 'southwest': {'lat': 39.76888521970849, 'lng': -104.9020496302915}}}",The Home Depot,"['hardware_store', 'home_goods_store', 'store']","3870 Quebec Street, Denver",39.7703054,-104.901155,8.3725,2,food_water_shelter
"{'location': {'lat': 39.7723565, 'lng': -104.7996458}, 'viewport': {'northeast': {'lat': 39.77360763029149, 'lng': -104.7982958197085}, 'southwest': {'lat': 39.77090966970849, 'lng': -104.8009937802915}}}",Jimmy John's,"['meal_delivery', 'restaurant', 'food']","3995 Lewiston Street, Aurora",39.7723565,-104.7996458,16.7231,2,food_water_shelter
"{'location': {'lat': 39.7729396, 'lng': -104.9759118}, 'viewport': {'northeast': {'lat': 39.7741222302915, 'lng': -104.9746819697085}, 'southwest': {'lat': 39.7714242697085, 'lng': -104.9773799302915}}}",Natural Grocers,"['grocery_or_supermarket', 'supermarket', 'food', 'health', 'store']","3757 Brighton Boulevard, Denver",39.7729396,-104.9759118,3.9474,2,food_water_shelter
"{'location': {'lat': 39.7831664, 'lng': -104.7706923}, 'viewport': {'northeast': {'lat': 39.7845123302915, 'lng': -104.7694750197085}, 'southwest': {'lat': 39.7818143697085, 'lng': -104.7721729802915}}}",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'clothing_store', 'store']","18550 Green Valley Ranch Boulevard, Denver",39.7831664,-104.7706923,19.4139,2,food_water_shelter
"{'location': {'lat': 39.7920643, 'lng': -105.0561905}, 'viewport': {'northeast': {'lat': 39.7934126302915, 'lng': -105.0549695697085}, 'southwest': {'lat': 39.7907146697085, 'lng': -105.0576675302915}}}",Inspiration Valley,"['rv_park', 'lodging']","5250 West 53rd Avenue, Arvada",39.7920643,-105.0561905,8.1497,2,food_water_shelter
"{'location': {'lat': 39.7936058, 'lng': -105.0549222}, 'viewport': {'northeast': {'lat': 39.7949553802915, 'lng': -105.0535732697085}, 'southwest': {'lat': 39.7922574197085, 'lng': -105.0562712302915}}}",Sheridan,"['rv_park', 'lodging']","5305 Sheridan Boulevard, Arvada",39.7936058,-105.0549222,8.2007,2,food_water_shelter
"{'location': {'lat': 39.79797620000001, 'lng': -105.483411}, 'viewport': {'northeast': {'lat': 39.7995462302915, 'lng': -105.4820095197085}, 'southwest': {'lat': 39.79684826970851, 'lng': -105.4847074802915}}}",Isle Casino Hotel Black Hawk,"['casino', 'lodging']","401 Main Street, Black Hawk",39.79797620000001,-105.483411,42.6994,2,food_water_shelter
"{'location': {'lat': 39.7984584, 'lng': -105.4832856}, 'viewport': {'northeast': {'lat': 39.79987348029149, 'lng': -105.4824909697085}, 'southwest': {'lat': 39.79717551970849, 'lng': -105.4851889302915}}}",Monarch Casino Black Hawk,"['casino', 'tourist_attraction']","488 Main Street, Black Hawk",39.7984584,-105.4832856,42.6969,2,food_water_shelter
"{'location': {'lat': 39.7984665, 'lng': -105.4877103}, 'viewport': {'northeast': {'lat': 39.79988798029149, 'lng': -105.4863369697085}, 'southwest': {'lat': 39.7971900197085, 'lng': -105.4890349302915}}}",Golden Gulch Casino,"['casino', 'tourist_attraction']","321 Main Street, Black Hawk",39.7984665,-105.4877103,43.0711,2,food_water_shelter
"{'location': {'lat': 39.7986857, 'lng': -105.4887472}, 'viewport': {'northeast': {'lat': 39.8001409802915, 'lng': -105.4873346697085}, 'southwest': {'lat': 39.7974430197085, 'lng': -105.4900326302915}}}",Golden Gates Casino,"['casino', 'tourist_attraction', 'cafe', 'bar', 'food']","261 Main Street, Black Hawk",39.7986857,-105.4887472,43.1625,2,food_water_shelter
"{'location': {'lat': 39.7986997, 'lng': -105.4870768}, 'viewport': {'northeast': {'lat': 39.8000486802915, 'lng': -105.4857278197085}, 'southwest': {'lat': 39.7973507197085, 'lng': -105.4884257802915}}}",Lady Luck Casino Black Hawk,"['casino', 'restaurant', 'food']","340 Main Street, Black Hawk",39.7986997,-105.4870768,43.0215,2,food_water_shelter
"{'location': {'lat': 39.79874290000001, 'lng': -105.4878627}, 'viewport': {'northeast': {'lat': 39.8000500802915, 'lng': -105.4865290197085}, 'southwest': {'lat': 39.7973521197085, 'lng': -105.4892269802915}}}",Mardi Gras Casino,"['casino', 'tourist_attraction', 'cafe', 'bar', 'restaurant', 'food', 'store']","300 Main Street, Black Hawk",39.79874290000001,-105.4878627,43.0886,2,food_water_shelter
"{'location': {'lat': 39.7993185, 'lng': -105.4898255}, 'viewport': {'northeast': {'lat': 39.8006674802915, 'lng': -105.4884765197085}, 'southwest': {'lat': 39.7979695197085, 'lng': -105.4911744802915}}}",The Lodge Casino,"['casino', 'lodging']","240 Main Street, Black Hawk",39.7993185,-105.4898255,43.2643,2,food_water_shelter
"{'location': {'lat': 39.7997526, 'lng': -105.5089957}, 'viewport': {'northeast': {'lat': 39.8011974302915, 'lng': -105.5076301697085}, 'southwest': {'lat': 39.7984994697085, 'lng': -105.5103281302915}}}",Grand Z Casino Hotel,"['casino', 'lodging']","321 Gregory Street, Central City",39.7997526,-105.5089957,44.8926,2,food_water_shelter
"{'location': {'lat': 39.8001371, 'lng': -105.4893899}, 'viewport': {'northeast': {'lat': 39.80130613029149, 'lng': -105.4881844}, 'southwest': {'lat': 39.79860816970849, 'lng': -105.4909828}}}",Ameristar Casino Resort Spa,"['casino', 'spa', 'lodging']","111 Richman Street, Black Hawk",39.8001371,-105.4893899,43.2414,2,food_water_shelter
"{'location': {'lat': 39.8001831, 'lng': -105.5124983}, 'viewport': {'northeast': {'lat': 39.8015326802915, 'lng': -105.5112028697085}, 'southwest': {'lat': 39.7988347197085, 'lng': -105.5139008302915}}}",Dostal Alley Casino & Brew Pub,"['bar', 'casino', 'restaurant', 'food']","116 Main Street, Central City",39.8001831,-105.5124983,45.1959,2,food_water_shelter
"{'location': {'lat': 39.8002732, 'lng': -105.5114089}, 'viewport': {'northeast': {'lat': 39.8015829302915, 'lng': -105.5100579197085}, 'southwest': {'lat': 39.7988849697085, 'lng': -105.5127558802915}}}",Century Casino,['casino'],"Gregory Street, Central City",39.8002732,-105.5114089,45.1053,2,food_water_shelter
"{'location': {'lat': 39.8005033, 'lng': -105.5127474}, 'viewport': {'northeast': {'lat': 39.80185323029149, 'lng': -105.5113285697085}, 'southwest': {'lat': 39.79915526970849, 'lng': -105.5140265302915}}}",The Famous Bonanza Casino,"['casino', 'tourist_attraction']","107 Main Street, Central City",39.8005033,-105.5127474,45.2223,2,food_water_shelter
"{'location': {'lat': 39.80065, 'lng': -105.512545}, 'viewport': {'northeast': {'lat': 39.8018300802915, 'lng': -105.5108285697085}, 'southwest': {'lat': 39.7991321197085, 'lng': -105.5135265302915}}}",Century Casino & Hotel Central City,"['casino', 'lodging', 'restaurant', 'food']","102 Main Street, Central City",39.80065,-105.512545,45.2076,2,food_water_shelter
"{'location': {'lat': 39.8009398, 'lng': -105.4931558}, 'viewport': {'northeast': {'lat': 39.8023645302915, 'lng': -105.4917472197085}, 'southwest': {'lat': 39.7996665697085, 'lng': -105.4944451802915}}}",The Gilpin Casino,"['casino', 'tourist_attraction']","111 Main Street, Black Hawk",39.8009398,-105.4931558,43.5734,2,food_water_shelter
"{'location': {'lat': 39.80168609999999, 'lng': -105.4945222}, 'viewport': {'northeast': {'lat': 39.80300243029149, 'lng': -105.4931509197085}, 'southwest': {'lat': 39.80030446970849, 'lng': -105.4958488802915}}}",Sasquatch Casino,"['casino', 'tourist_attraction']","125 Gregory Street, Black Hawk",39.80168609999999,-105.4945222,43.7018,2,food_water_shelter
"{'location': {'lat': 39.8020529, 'lng': -105.4941844}, 'viewport': {'northeast': {'lat': 39.8034455302915, 'lng': -105.4929048697085}, 'southwest': {'lat': 39.8007475697085, 'lng': -105.4956028302915}}}",Z Casino,['casino'],"101 Gregory Street, Black Hawk",39.8020529,-105.4941844,43.6796,2,food_water_shelter
"{'location': {'lat': 39.8031283, 'lng': -104.98172}, 'viewport': {'northeast': {'lat': 39.8041587302915, 'lng': -104.9803742697085}, 'southwest': {'lat': 39.80146076970851, 'lng': -104.9830722302915}}}",Kellogg Co,"['bakery', 'food', 'store']","451 East 58th Avenue # 1370, Denver",39.8031283,-104.98172,7.1497,2,food_water_shelter
"{'location': {'lat': 39.8056202, 'lng': -104.8918168}, 'viewport': {'northeast': {'lat': 39.80642488029149, 'lng': -104.88916855}, 'southwest': {'lat': 39.8037269197085, 'lng': -104.89465915}}}",Dick’s Sporting Goods Park,['stadium'],"6000 Victory Way, Commerce City",39.8056202,-104.8918168,11.2042,2,food_water_shelter
"{'location': {'lat': 39.8169001, 'lng': -105.0822059}, 'viewport': {'northeast': {'lat': 39.81819393029149, 'lng': -105.0808560197085}, 'southwest': {'lat': 39.81549596970849, 'lng': -105.0835539802915}}}",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'clothing_store', 'store']","6603 Wadsworth Boulevard, Arvada",39.8169001,-105.0822059,11.6888,2,food_water_shelter
"{'location': {'lat': 39.82421069999999, 'lng': -104.984197}, 'viewport': {'northeast': {'lat': 39.82554203029149, 'lng': -104.9831874197085}, 'southwest': {'lat': 39.8228440697085, 'lng': -104.9858853802915}}}",Etai's Bakery Cafe,"['cafe', 'bakery', 'restaurant', 'food', 'store']","101 East 70th Avenue, Denver",39.82421069999999,-104.984197,9.4733,2,food_water_shelter
"{'location': {'lat': 39.8265996, 'lng': -104.9154116}, 'viewport': {'northeast': {'lat': 39.8279000302915, 'lng': -104.9140867197085}, 'southwest': {'lat': 39.8252020697085, 'lng': -104.9167846802915}}}",Blackjack Pizza & Salads,"['meal_delivery', 'restaurant', 'food']","6225 East 71st Place, Commerce City",39.8265996,-104.9154116,11.6432,2,food_water_shelter
"{'location': {'lat': 39.8277331, 'lng': -105.0257601}, 'viewport': {'northeast': {'lat': 39.8290851302915, 'lng': -105.0243168697085}, 'southwest': {'lat': 39.8263871697085, 'lng': -105.0270148302915}}}",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'clothing_store', 'store']","7211 Federal Boulevard, Westminster",39.8277331,-105.0257601,10.3089,2,food_water_shelter
"{'location': {'lat': 39.8417163, 'lng': -105.4943269}, 'viewport': {'northeast': {'lat': 39.84307138029151, 'lng': -105.4929819697085}, 'southwest': {'lat': 39.84037341970851, 'lng': -105.4956799302915}}}",Cold Springs Campground,"['campground', 'lodging', 'park']","12174 Colorado 119, Black Hawk",39.8417163,-105.4943269,44.5997,2,food_water_shelter
"{'location': {'lat': 39.84690500000001, 'lng': -105.1496981}, 'viewport': {'northeast': {'lat': 39.84818078029151, 'lng': -105.1484714697085}, 'southwest': {'lat': 39.84548281970851, 'lng': -105.1511694302915}}}",Frowdaddy Poker Tables,"['casino', 'general_contractor']","8322 Beech Street, Arvada",39.84690500000001,-105.1496981,18.156,2,food_water_shelter
"{'location': {'lat': 39.8494378, 'lng': -105.0227882}, 'viewport': {'northeast': {'lat': 39.85078673029149, 'lng': -105.0213890697085}, 'southwest': {'lat': 39.8480887697085, 'lng': -105.0240870302915}}}",Blackjack Pizza & Salads,"['meal_delivery', 'restaurant', 'food']","8410 Federal Boulevard, Westminster",39.8494378,-105.0227882,12.5791,2,food_water_shelter
"{'location': {'lat': 39.8532652, 'lng': -105.0540109}, 'viewport': {'northeast': {'lat': 39.8546793302915, 'lng': -105.0525932697085}, 'southwest': {'lat': 39.8519813697085, 'lng': -105.0552912302915}}}",Harbor Freight Tools,"['hardware_store', 'store']","8601 Sheridan Boulevard, Westminster",39.8532652,-105.0540109,13.8152,2,food_water_shelter
"{'location': {'lat': 39.8570274, 'lng': -105.0576344}, 'viewport': {'northeast': {'lat': 39.8584861302915, 'lng': -105.0564513197085}, 'southwest': {'lat': 39.8557881697085, 'lng': -105.0591492802915}}}",Olive Garden Italian Restaurant,"['meal_takeaway', 'bar', 'restaurant', 'food']","5551 West 88th Avenue, Westminster",39.8570274,-105.0576344,14.3228,2,food_water_shelter
"{'location': {'lat': 39.85797290000001, 'lng': -104.6675412}, 'viewport': {'northeast': {'lat': 39.85932188029151, 'lng': -104.6661922197085}, 'southwest': {'lat': 39.85662391970851, 'lng': -104.6688901802915}}}",New Belgium Hub,"['cafe', 'bar', 'restaurant', 'food', 'store']","Denver International Airport, 8500 Peña Boulevard, Denver",39.85797290000001,-104.6675412,30.6014,2,food_water_shelter
"{'location': {'lat': 39.85891049999999, 'lng': -104.9070806}, 'viewport': {'northeast': {'lat': 39.86053773029149, 'lng': -104.9051295697085}, 'southwest': {'lat': 39.85783976970849, 'lng': -104.9078275302915}}}",Mile High Flea Market,"['pet_store', 'tourist_attraction', 'car_repair', 'home_goods_store', 'restaurant', 'food', 'store']","7007 East 88th Avenue, Henderson",39.85891049999999,-104.9070806,15.1019,2,food_water_shelter
"{'location': {'lat': 39.861225, 'lng': -105.052475}, 'viewport': {'northeast': {'lat': 39.8625826302915, 'lng': -105.0510049197085}, 'southwest': {'lat': 39.85988466970851, 'lng': -105.0537028802915}}}",Sweet Tomatoes,"['meal_takeaway', 'restaurant', 'food']","8971 Yates Street, Westminster",39.861225,-105.052475,14.585,2,food_water_shelter
"{'location': {'lat': 39.8635391, 'lng': -105.008949}, 'viewport': {'northeast': {'lat': 39.8648674802915, 'lng': -105.0075999697085}, 'southwest': {'lat': 39.8621695197085, 'lng': -105.0102979302915}}}",Holiday Hills Village,"['rv_park', 'lodging']","2000 West 92nd Avenue, Denver",39.8635391,-105.008949,13.9292,2,food_water_shelter
"{'location': {'lat': 39.8648414, 'lng': -105.4033706}, 'viewport': {'northeast': {'lat': 39.86623403029149, 'lng': -105.4020581697085}, 'southwest': {'lat': 39.86353606970849, 'lng': -105.4047561302915}}}",Rifleman Phillips Campground,"['campground', 'lodging', 'park']",Black Hawk,39.8648414,-105.4033706,37.9963,2,food_water_shelter
"{'location': {'lat': 39.86520649999999, 'lng': -105.0017128}, 'viewport': {'northeast': {'lat': 39.86653958029149, 'lng': -105.0003197197085}, 'southwest': {'lat': 39.8638416197085, 'lng': -105.0030176802915}}}",The Grove at Alta Ridge,"['rv_park', 'lodging']","1201 West Thornton Parkway, Thornton",39.86520649999999,-105.0017128,14.0569,2,food_water_shelter
