geometry,name,plus_code,types,vicinity,latitude,longitude,distance,lifeline_number,lifeline_category
"{'location': {'lat': 39.7433868, 'lng': -104.993591}, 'viewport': {'northeast': {'lat': 39.7448021302915, 'lng': -104.9922328197085}, 'southwest': {'lat': 39.7421041697085, 'lng': -104.9949307802915}}}",Hyatt Regency Denver At Colorado Convention Center,"{'compound_code': 'P2V4+9H Denver, Colorado, United States', 'global_code': '85FQP2V4+9H'}","['lodging', 'point_of_interest', 'establishment']","650 15th Street, Denver",39.743386799999996,-104.993591,0.5434,2,food_water_shelter
"{'location': {'lat': 39.7434563, 'lng': -104.9629343}, 'viewport': {'northeast': {'lat': 39.7446865302915, 'lng': -104.9615988697085}, 'southwest': {'lat': 39.7419885697085, 'lng': -104.9642968302915}}}",St Mark's Coffee House,"{'compound_code': 'P2VP+9R Denver, Colorado, United States', 'global_code': '85FQP2VP+9R'}","['cafe', 'food', 'point_of_interest', 'establishment']","2019 East 17th Avenue, Denver",39.7434563,-104.96293429999999,2.3849,2,food_water_shelter
"{'location': {'lat': 39.7434742, 'lng': -104.9620108}, 'viewport': {'northeast': {'lat': 39.74482138029149, 'lng': -104.9607755197085}, 'southwest': {'lat': 39.7421234197085, 'lng': -104.9634734802915}}}",Vine Street Pub & Brewery,"{'compound_code': 'P2VQ+95 Denver, Colorado, United States', 'global_code': '85FQP2VQ+95'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Vine Street, Denver",39.7434742,-104.9620108,2.4629,2,food_water_shelter
"{'location': {'lat': 39.743489, 'lng': -104.976399}, 'viewport': {'northeast': {'lat': 39.74472328029149, 'lng': -104.9751569197085}, 'southwest': {'lat': 39.74202531970849, 'lng': -104.9778548802915}}}",Watercourse Foods,"{'compound_code': 'P2VF+9C Denver, Colorado, United States', 'global_code': '85FQP2VF+9C'}","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","837 East 17th Avenue, Denver",39.743489000000004,-104.976399,1.2767,2,food_water_shelter
"{'location': {'lat': 39.7438895, 'lng': -105.0201094}, 'viewport': {'northeast': {'lat': 39.75090975, 'lng': -105.014639}, 'southwest': {'lat': 39.73743715, 'lng': -105.026789}}}",Empower Field at Mile High,"{'compound_code': 'PXVH+HX Denver, Colorado, United States', 'global_code': '85FPPXVH+HX'}","['stadium', 'point_of_interest', 'establishment']","1701 Bryant Street, Denver",39.7438895,-105.02010940000001,2.6077,2,food_water_shelter
"{'location': {'lat': 39.7439251, 'lng': -104.9878805}, 'viewport': {'northeast': {'lat': 39.74522503029149, 'lng': -104.9865954697085}, 'southwest': {'lat': 39.7425270697085, 'lng': -104.9892934302915}}}","The Brown Palace Hotel and Spa, Autograph Collection","{'compound_code': 'P2V6+HR Denver, Colorado, United States', 'global_code': '85FQP2V6+HR'}","['lodging', 'point_of_interest', 'establishment']","321 17th Street, Denver",39.7439251,-104.98788049999999,0.56,2,food_water_shelter
"{'location': {'lat': 39.743943, 'lng': -104.989726}, 'viewport': {'northeast': {'lat': 39.7454061302915, 'lng': -104.9885296697085}, 'southwest': {'lat': 39.7427081697085, 'lng': -104.9912276302915}}}",Cook's Fresh Market,"{'compound_code': 'P2V6+H4 Denver, Colorado, United States', 'global_code': '85FQP2V6+H4'}","['grocery_or_supermarket', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1600 Glenarm Place #120, Denver",39.743943,-104.989726,0.5259,2,food_water_shelter
"{'location': {'lat': 39.74412359999999, 'lng': -104.9948532}, 'viewport': {'northeast': {'lat': 39.7455493802915, 'lng': -104.9936037197085}, 'southwest': {'lat': 39.7428514197085, 'lng': -104.9963016802915}}}",Embassy Suites by Hilton Denver Downtown Convention Center,"{'compound_code': 'P2V4+J3 Denver, Colorado, United States', 'global_code': '85FQP2V4+J3'}","['lodging', 'point_of_interest', 'establishment']","1420 Stout Street, Denver",39.74412359999999,-104.99485320000001,0.6717,2,food_water_shelter
"{'location': {'lat': 39.74438759999999, 'lng': -104.9883169}, 'viewport': {'northeast': {'lat': 39.74567688029149, 'lng': -104.9868859197085}, 'southwest': {'lat': 39.74297891970849, 'lng': -104.9895838802915}}}",Holiday Inn Express Denver Downtown,"{'compound_code': 'P2V6+QM Denver, Colorado, United States', 'global_code': '85FQP2V6+QM'}","['lodging', 'point_of_interest', 'establishment']","1715 Tremont Place, Denver",39.74438759999999,-104.9883169,0.5969,2,food_water_shelter
"{'location': {'lat': 39.74440709999999, 'lng': -104.9833031}, 'viewport': {'northeast': {'lat': 39.74574638029149, 'lng': -104.9820960697085}, 'southwest': {'lat': 39.74304841970849, 'lng': -104.9847940302915}}}",Warwick Denver,"{'compound_code': 'P2V8+QM Denver, Colorado, United States', 'global_code': '85FQP2V8+QM'}","['lodging', 'point_of_interest', 'establishment']","1776 Grant Street, Denver",39.74440709999999,-104.9833031,0.8277,2,food_water_shelter
"{'location': {'lat': 39.74492809999999, 'lng': -104.9923002}, 'viewport': {'northeast': {'lat': 39.74632228029149, 'lng': -104.9910095697085}, 'southwest': {'lat': 39.74362431970849, 'lng': -104.9937075302915}}}",Anthony's Pizza & Pasta,"{'compound_code': 'P2V5+X3 Denver, Colorado, United States', 'global_code': '85FQP2V5+X3'}","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1550 California Street, Denver",39.74492809999999,-104.9923002,0.6575,2,food_water_shelter
"{'location': {'lat': 39.74563699999999, 'lng': -104.9850406}, 'viewport': {'northeast': {'lat': 39.7469859302915, 'lng': -104.9835975197085}, 'southwest': {'lat': 39.7442879697085, 'lng': -104.9862954802915}}}",Hampton Inn & Suites Denver-Downtown,"{'compound_code': 'P2W7+7X Denver, Colorado, United States', 'global_code': '85FQP2W7+7X'}","['lodging', 'point_of_interest', 'establishment']","1845 Sherman Street, Denver",39.74563699999999,-104.98504059999999,0.8406,2,food_water_shelter
"{'location': {'lat': 39.7456371, 'lng': -104.988833}, 'viewport': {'northeast': {'lat': 39.7470880802915, 'lng': -104.9878777197085}, 'southwest': {'lat': 39.7443901197085, 'lng': -104.9905756802915}}}",Grand Hyatt Denver,"{'compound_code': 'P2W6+7F Denver, Colorado, United States', 'global_code': '85FQP2W6+7F'}","['lodging', 'point_of_interest', 'establishment']","1750 Welton Street, Denver",39.7456371,-104.98883300000001,0.7228,2,food_water_shelter
"{'location': {'lat': 39.74572800000001, 'lng': -104.997065}, 'viewport': {'northeast': {'lat': 39.7470415302915, 'lng': -104.9955837697085}, 'southwest': {'lat': 39.74434356970851, 'lng': -104.9982817302915}}}",the Curtis Denver - a DoubleTree by Hilton Hotel,"{'compound_code': 'P2W3+75 Denver, Colorado, United States', 'global_code': '85FQP2W3+75'}","['lodging', 'point_of_interest', 'establishment']","1405 Curtis Street, Denver",39.74572800000001,-104.99706499999999,0.9287,2,food_water_shelter
"{'location': {'lat': 39.7459557, 'lng': -104.9813577}, 'viewport': {'northeast': {'lat': 39.7474181802915, 'lng': -104.9799217697085}, 'southwest': {'lat': 39.7447202197085, 'lng': -104.9826197302915}}}",D Bar Denver,"{'compound_code': 'P2W9+9F Denver, Colorado, United States', 'global_code': '85FQP2W9+9F'}","['bakery', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","494 East 19th Avenue, Denver",39.7459557,-104.9813577,1.0672,2,food_water_shelter
"{'location': {'lat': 39.7462203, 'lng': -104.9946097}, 'viewport': {'northeast': {'lat': 39.7475181802915, 'lng': -104.9931943197085}, 'southwest': {'lat': 39.7448202197085, 'lng': -104.9958922802915}}}",Little India Downtown Denver,"{'compound_code': 'P2W4+F5 Denver, Colorado, United States', 'global_code': '85FQP2W4+F5'}","['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1533 Champa Street, Denver",39.7462203,-104.99460970000001,0.8624,2,food_water_shelter
"{'location': {'lat': 39.7462956, 'lng': -104.9946041}, 'viewport': {'northeast': {'lat': 39.7475757302915, 'lng': -104.9931656197085}, 'southwest': {'lat': 39.7448777697085, 'lng': -104.9958635802915}}}","Mermaids Bakery- Cupcakes, Cakes & Pies","{'compound_code': 'P2W4+G5 Denver, Colorado, United States', 'global_code': '85FQP2W4+G5'}","['bakery', 'food', 'point_of_interest', 'store', 'establishment']","1543 Champa Street, Denver",39.7462956,-104.9946041,0.8697,2,food_water_shelter
"{'location': {'lat': 39.7464506, 'lng': -104.9979995}, 'viewport': {'northeast': {'lat': 39.7478586302915, 'lng': -104.9967639197085}, 'southwest': {'lat': 39.7451606697085, 'lng': -104.9994618802915}}}",Four Seasons Hotel Denver,"{'compound_code': 'P2W2+HR Denver, Colorado, United States', 'global_code': '85FQP2W2+HR'}","['spa', 'lodging', 'point_of_interest', 'establishment']","1111 14th Street, Denver",39.7464506,-104.9979995,1.0416,2,food_water_shelter
"{'location': {'lat': 39.7466679, 'lng': -104.9921944}, 'viewport': {'northeast': {'lat': 39.7481272302915, 'lng': -104.9907850197085}, 'southwest': {'lat': 39.7454292697085, 'lng': -104.9934829802915}}}","Magnolia Hotel Denver, a Tribute Portfolio Hotel","{'compound_code': 'P2W5+M4 Denver, Colorado, United States', 'global_code': '85FQP2W5+M4'}","['lodging', 'point_of_interest', 'establishment']","818 17th Street, Denver",39.7466679,-104.99219440000002,0.8439,2,food_water_shelter
"{'location': {'lat': 39.74681229999999, 'lng': -104.9948482}, 'viewport': {'northeast': {'lat': 39.7482649302915, 'lng': -104.9933700697085}, 'southwest': {'lat': 39.7455669697085, 'lng': -104.9960680302915}}}",Rialto Cafe,"{'compound_code': 'P2W4+P3 Denver, Colorado, United States', 'global_code': '85FQP2W4+P3'}","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","934 16th Street Mall, Denver",39.74681229999999,-104.9948482,0.9307,2,food_water_shelter
"{'location': {'lat': 39.746921, 'lng': -104.9946703}, 'viewport': {'northeast': {'lat': 39.7482699802915, 'lng': -104.9933213197085}, 'southwest': {'lat': 39.7455720197085, 'lng': -104.9960192802915}}}",Courtyard by Marriott Denver Downtown,"{'compound_code': 'P2W4+Q4 Denver, Colorado, United States', 'global_code': '85FQP2W4+Q4'}","['lodging', 'point_of_interest', 'establishment']","934 16th Street Mall, Denver",39.746921,-104.9946703,0.9354,2,food_water_shelter
"{'location': {'lat': 39.7475365, 'lng': -105.0038053}, 'viewport': {'northeast': {'lat': 39.74897893029149, 'lng': -105.0024315197085}, 'southwest': {'lat': 39.74628096970849, 'lng': -105.0051294802915}}}",SpringHill Suites by Marriott Denver Downtown,"{'compound_code': 'PXXW+2F Denver, Colorado, United States', 'global_code': '85FPPXXW+2F'}","['lodging', 'point_of_interest', 'establishment']","1190 Auraria Parkway, Denver",39.7475365,-105.00380530000001,1.4832,2,food_water_shelter
"{'location': {'lat': 39.7475681, 'lng': -104.9947965}, 'viewport': {'northeast': {'lat': 39.7488171802915, 'lng': -104.9935765197085}, 'southwest': {'lat': 39.7461192197085, 'lng': -104.9962744802915}}}",Rock Bottom Restaurant & Brewery,"{'compound_code': 'P2X4+23 Denver, Colorado, United States', 'global_code': '85FQP2X4+23'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1001 16th Street Mall #A-100, Denver",39.7475681,-104.9947965,1.0058,2,food_water_shelter
"{'location': {'lat': 39.7477889, 'lng': -104.9929023}, 'viewport': {'northeast': {'lat': 39.74908988029149, 'lng': -104.9916127197085}, 'southwest': {'lat': 39.7463919197085, 'lng': -104.9943106802915}}}",Panzano,"{'compound_code': 'P2X4+4R Denver, Colorado, United States', 'global_code': '85FQP2X4+4R'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","909 17th Street, Denver",39.747788899999996,-104.99290230000001,0.9788,2,food_water_shelter
"{'location': {'lat': 39.747902, 'lng': -104.992659}, 'viewport': {'northeast': {'lat': 39.7491462802915, 'lng': -104.9911667697085}, 'southwest': {'lat': 39.7464483197085, 'lng': -104.9938647302915}}}",Kimpton Hotel Monaco Denver,"{'compound_code': 'P2X4+5W Denver, Colorado, United States', 'global_code': '85FQP2X4+5W'}","['spa', 'lodging', 'point_of_interest', 'establishment']","1717 Champa Street, Denver",39.747902,-104.992659,0.9865,2,food_water_shelter
"{'location': {'lat': 39.7480231, 'lng': -104.992203}, 'viewport': {'northeast': {'lat': 39.7493325802915, 'lng': -104.9907923697085}, 'southwest': {'lat': 39.7466346197085, 'lng': -104.9934903302915}}}",Residence Inn by Marriott Denver City Center,"{'compound_code': 'P2X5+64 Denver, Colorado, United States', 'global_code': '85FQP2X5+64'}","['lodging', 'point_of_interest', 'establishment']","1725 Champa Street, Denver",39.748023100000005,-104.992203,0.9923,2,food_water_shelter
"{'location': {'lat': 39.7481242, 'lng': -104.9992138}, 'viewport': {'northeast': {'lat': 39.7493972302915, 'lng': -104.9977639697085}, 'southwest': {'lat': 39.7466992697085, 'lng': -105.0004619302915}}}",The Market at Larimer Square,"{'compound_code': 'P2X2+68 Denver, Colorado, United States', 'global_code': '85FQP2X2+68'}","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1445 Larimer Street, Denver",39.7481242,-104.9992138,1.252,2,food_water_shelter
"{'location': {'lat': 39.7481497, 'lng': -104.8263054}, 'viewport': {'northeast': {'lat': 39.7495230802915, 'lng': -104.8247931197085}, 'southwest': {'lat': 39.7468251197085, 'lng': -104.8274910802915}}}",Denver Meadows R.V. Park,"{'compound_code': 'P5XF+7F Aurora, Colorado, United States', 'global_code': '85FQP5XF+7F'}","['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']","2075 Potomac Street, Aurora",39.748149700000006,-104.8263054,14.0676,2,food_water_shelter
"{'location': {'lat': 39.74818009999999, 'lng': -104.9991492}, 'viewport': {'northeast': {'lat': 39.74945183029149, 'lng': -104.9976976697085}, 'southwest': {'lat': 39.74675386970849, 'lng': -105.0003956302915}}}",Osteria Marco,"{'compound_code': 'P2X2+78 Denver, Colorado, United States', 'global_code': '85FQP2X2+78'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1453 Larimer Street, Denver",39.74818009999999,-104.9991492,1.2536,2,food_water_shelter
"{'location': {'lat': 39.7485816, 'lng': -104.9976901}, 'viewport': {'northeast': {'lat': 39.7500376802915, 'lng': -104.9964843697085}, 'southwest': {'lat': 39.7473397197085, 'lng': -104.9991823302915}}}",Denver Casino & Poker Rentals,"{'compound_code': 'P2X2+CW Denver, Colorado, United States', 'global_code': '85FQP2X2+CW'}","['casino', 'food', 'point_of_interest', 'establishment']","1550 Larimer Street, Denver",39.7485816,-104.99769009999999,1.2197,2,food_water_shelter
"{'location': {'lat': 39.7486565, 'lng': -105.0076028}, 'viewport': {'northeast': {'lat': 39.7496639302915, 'lng': -105.0058890197085}, 'southwest': {'lat': 39.7469659697085, 'lng': -105.0085869802915}}}",Colorado Avalanche-Nhl Hockey,"{'compound_code': 'PXXR+FX Denver, Colorado, United States', 'global_code': '85FPPXXR+FX'}","['stadium', 'point_of_interest', 'establishment']","1000 Chopper Circle, Denver",39.7486565,-105.00760279999999,1.8181,2,food_water_shelter
"{'location': {'lat': 39.74866, 'lng': -105.00771}, 'viewport': {'northeast': {'lat': 39.7495772802915, 'lng': -105.0061145197085}, 'southwest': {'lat': 39.7468793197085, 'lng': -105.0088124802915}}}",Pepsi Center,"{'compound_code': 'PXXR+FW Denver, Colorado, United States', 'global_code': '85FPPXXR+FW'}","['stadium', 'point_of_interest', 'establishment']","1000 Chopper Circle, Denver",39.74866,-105.00771,1.8258,2,food_water_shelter
"{'location': {'lat': 39.7488648, 'lng': -104.9966712}, 'viewport': {'northeast': {'lat': 39.7501509802915, 'lng': -104.9954046697085}, 'southwest': {'lat': 39.7474530197085, 'lng': -104.9981026302915}}}",Mellow Mushroom,"{'compound_code': 'P2X3+G8 Denver, Colorado, United States', 'global_code': '85FQP2X3+G8'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1201 16th Street Mall #108, Denver",39.7488648,-104.99667120000001,1.2045,2,food_water_shelter
"{'location': {'lat': 39.7488753, 'lng': -104.9955161}, 'viewport': {'northeast': {'lat': 39.7502728802915, 'lng': -104.9942296697085}, 'southwest': {'lat': 39.7475749197085, 'lng': -104.9969276302915}}}",The Westin Denver Downtown,"{'compound_code': 'P2X3+HQ Denver, Colorado, United States', 'global_code': '85FQP2X3+HQ'}","['lodging', 'point_of_interest', 'establishment']","1672 Lawrence Street, Denver",39.748875299999995,-104.99551609999999,1.1638,2,food_water_shelter
"{'location': {'lat': 39.7492785, 'lng': -104.9997302}, 'viewport': {'northeast': {'lat': 39.7505887802915, 'lng': -104.9984267197085}, 'southwest': {'lat': 39.7478908197085, 'lng': -105.0011246802915}}}",P.F. Chang's,"{'compound_code': 'P2X2+P4 Denver, Colorado, United States', 'global_code': '85FQP2X2+P4'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1415 15th Street, Denver",39.749278499999996,-104.99973020000002,1.3813,2,food_water_shelter
"{'location': {'lat': 39.7499645, 'lng': -104.999693}, 'viewport': {'northeast': {'lat': 39.7513543302915, 'lng': -104.9983977697085}, 'southwest': {'lat': 39.7486563697085, 'lng': -105.0010957302915}}}",Freshcraft,"{'compound_code': 'P2X2+X4 Denver, Colorado, United States', 'global_code': '85FQP2X2+X4'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1530 Blake Street, Denver",39.749964500000004,-104.999693,1.442,2,food_water_shelter
"{'location': {'lat': 39.7518221, 'lng': -105.0139394}, 'viewport': {'northeast': {'lat': 39.7534829802915, 'lng': -105.0125295197085}, 'southwest': {'lat': 39.75078501970851, 'lng': -105.0152274802915}}}",Downtown Aquarium,"{'compound_code': 'QX2P+PC Denver, Colorado, United States', 'global_code': '85FPQX2P+PC'}","['tourist_attraction', 'aquarium', 'amusement_park', 'restaurant', 'food', 'point_of_interest', 'establishment']","700 Water Street, Denver",39.751822100000005,-105.01393940000001,2.4645,2,food_water_shelter
"{'location': {'lat': 39.7528151, 'lng': -104.9994177}, 'viewport': {'northeast': {'lat': 39.7542237302915, 'lng': -104.9981483197085}, 'southwest': {'lat': 39.7515257697085, 'lng': -105.0008462802915}}}",Venice,"{'compound_code': 'Q232+46 Denver, Colorado, United States', 'global_code': '85FQQ232+46'}","['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Wynkoop Street, Denver",39.7528151,-104.99941770000001,1.7031,2,food_water_shelter
"{'location': {'lat': 39.75325830000001, 'lng': -104.9924389}, 'viewport': {'northeast': {'lat': 39.75457453029151, 'lng': -104.9910017197085}, 'southwest': {'lat': 39.75187656970851, 'lng': -104.9936996802915}}}",Marquis Pizza,"{'compound_code': 'Q235+82 Denver, Colorado, United States', 'global_code': '85FQQ235+82'}","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","2009 Larimer Street, Denver",39.75325830000001,-104.9924389,1.5721,2,food_water_shelter
"{'location': {'lat': 39.7540021, 'lng': -104.9985353}, 'viewport': {'northeast': {'lat': 39.75529488029149, 'lng': -104.9970996197085}, 'southwest': {'lat': 39.75259691970849, 'lng': -104.9997975802915}}}",Rodizio Grill - Denver,"{'compound_code': 'Q232+JH Denver, Colorado, United States', 'global_code': '85FQQ232+JH'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1801 Wynkoop Street, Denver",39.7540021,-104.99853529999999,1.7901,2,food_water_shelter
"{'location': {'lat': 39.754077, 'lng': -105.220635}, 'viewport': {'northeast': {'lat': 39.7555170302915, 'lng': -105.2191138197085}, 'southwest': {'lat': 39.7528190697085, 'lng': -105.2218117802915}}}",Table Mountain Inn,"{'compound_code': 'QQ3H+JP Golden, Colorado, United States', 'global_code': '85FPQQ3H+JP'}","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","1310 Washington Avenue, Golden",39.754077,-105.22063500000002,19.7875,2,food_water_shelter
"{'location': {'lat': 39.75450589999999, 'lng': -104.9909703}, 'viewport': {'northeast': {'lat': 39.75578228029149, 'lng': -104.9895167697085}, 'southwest': {'lat': 39.75308431970849, 'lng': -104.9922147302915}}}",Marco's Coal Fired | Ballpark,"{'compound_code': 'Q235+RJ Denver, Colorado, United States', 'global_code': '85FQQ235+RJ'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2129 Larimer Street, Denver",39.75450589999999,-104.9909703,1.7009,2,food_water_shelter
"{'location': {'lat': 39.75501440000001, 'lng': -105.146555}, 'viewport': {'northeast': {'lat': 39.7563530802915, 'lng': -105.1451083197085}, 'southwest': {'lat': 39.7536551197085, 'lng': -105.1478062802915}}}",Golden Goal Sports Complex,"{'compound_code': 'QV43+29 Golden, Colorado, United States', 'global_code': '85FPQV43+29'}","['stadium', 'health', 'point_of_interest', 'establishment']","2650 Alkire Street, Golden",39.75501440000001,-105.146555,13.4927,2,food_water_shelter
"{'location': {'lat': 39.7558823, 'lng': -104.9941781}, 'viewport': {'northeast': {'lat': 39.76124635, 'lng': -104.98856195}, 'southwest': {'lat': 39.75233295, 'lng': -104.99605015}}}",Coors Field,"{'compound_code': 'Q244+98 Denver, Colorado, United States', 'global_code': '85FQQ244+98'}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']","2001 Blake Street, Denver",39.755882299999996,-104.9941781,1.8833,2,food_water_shelter
"{'location': {'lat': 39.7586993, 'lng': -105.0091487}, 'viewport': {'northeast': {'lat': 39.7599579802915, 'lng': -105.0077501697085}, 'southwest': {'lat': 39.7572600197085, 'lng': -105.0104481302915}}}",Ale House,"{'compound_code': 'QX5R+F8 Denver, Colorado, United States', 'global_code': '85FPQX5R+F8'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2501 16th Street, Denver",39.758699299999996,-105.0091487,2.7037,2,food_water_shelter
"{'location': {'lat': 39.7595239, 'lng': -105.0113827}, 'viewport': {'northeast': {'lat': 39.76093738029149, 'lng': -105.0101529697085}, 'southwest': {'lat': 39.7582394197085, 'lng': -105.0128509302915}}}",Linger,"{'compound_code': 'QX5Q+RC Denver, Colorado, United States', 'global_code': '85FPQX5Q+RC'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2030 West 30th Avenue, Denver",39.7595239,-105.0113827,2.8933,2,food_water_shelter
"{'location': {'lat': 39.761122, 'lng': -104.981744}, 'viewport': {'northeast': {'lat': 39.7625242302915, 'lng': -104.9804669197085}, 'southwest': {'lat': 39.7598262697085, 'lng': -104.9831648802915}}}",Crema Coffee House,"{'compound_code': 'Q269+C8 Denver, Colorado, United States', 'global_code': '85FQQ269+C8'}","['cafe', 'food', 'point_of_interest', 'store', 'establishment']","2862 Larimer Street, Denver",39.761122,-104.98174399999999,2.5428,2,food_water_shelter
"{'location': {'lat': 39.76218329999999, 'lng': -105.0134083}, 'viewport': {'northeast': {'lat': 39.7634532302915, 'lng': -105.0120595697085}, 'southwest': {'lat': 39.7607552697085, 'lng': -105.0147575302915}}}",Highland Tap and Burger,"{'compound_code': 'QX6P+VJ Denver, Colorado, United States', 'global_code': '85FPQX6P+VJ'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2219 West 32nd Avenue, Denver",39.76218329999999,-105.01340829999998,3.2331,2,food_water_shelter
"{'location': {'lat': 39.7625638, 'lng': -104.7773001}, 'viewport': {'northeast': {'lat': 39.7639497302915, 'lng': -104.7759378697085}, 'southwest': {'lat': 39.7612517697085, 'lng': -104.7786358302915}}}",The Home Depot,"{'compound_code': 'Q67F+23 Aurora, Colorado, United States', 'global_code': '85FQQ67F+23'}","['hardware_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","3475 North Salida Street, Aurora",39.762563799999995,-104.77730009999999,18.4093,2,food_water_shelter
"{'location': {'lat': 39.7630738, 'lng': -105.0056016}, 'viewport': {'northeast': {'lat': 39.7645013302915, 'lng': -105.0042527697085}, 'southwest': {'lat': 39.7618033697085, 'lng': -105.0069507302915}}}",Root Down,"{'compound_code': 'QX7V+6Q Denver, Colorado, United States', 'global_code': '85FPQX7V+6Q'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1600 West 33rd Avenue, Denver",39.763073799999994,-105.00560159999998,2.9610000000000003,2,food_water_shelter
"{'location': {'lat': 39.7697177, 'lng': -104.8972893}, 'viewport': {'northeast': {'lat': 39.77082433029149, 'lng': -104.8963745197085}, 'southwest': {'lat': 39.76812636970849, 'lng': -104.8990724802915}}}",Subway,"{'compound_code': 'Q493+V3 Denver, Colorado, United States', 'global_code': '85FQQ493+V3'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","7800 East Smith Road, Denver",39.7697177,-104.8972893,8.649,2,food_water_shelter
"{'location': {'lat': 39.7699682, 'lng': -104.8980111}, 'viewport': {'northeast': {'lat': 39.7710728802915, 'lng': -104.8967290697085}, 'southwest': {'lat': 39.7683749197085, 'lng': -104.8994270302915}}}",Walmart Supercenter,"{'compound_code': 'Q492+XQ Denver, Colorado, United States', 'global_code': '85FQQ492+XQ'}","['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'food', 'point_of_interest', 'store', 'establishment']","7800 Smith Road, Denver",39.7699682,-104.8980111,8.6033,2,food_water_shelter
"{'location': {'lat': 39.77030139999999, 'lng': -104.8968074}, 'viewport': {'northeast': {'lat': 39.7716503802915, 'lng': -104.8953278697085}, 'southwest': {'lat': 39.7689524197085, 'lng': -104.8980258302915}}}",Walmart Bakery,"{'compound_code': 'Q4C3+47 Denver, Colorado, United States', 'global_code': '85FQQ4C3+47'}","['bakery', 'food', 'point_of_interest', 'store', 'establishment']","7800 Smith Road, Denver",39.770301399999994,-104.8968074,8.7125,2,food_water_shelter
"{'location': {'lat': 39.7703054, 'lng': -104.901155}, 'viewport': {'northeast': {'lat': 39.77158318029149, 'lng': -104.8993516697085}, 'southwest': {'lat': 39.76888521970849, 'lng': -104.9020496302915}}}",The Home Depot,"{'compound_code': 'Q3CX+4G Denver, Colorado, United States', 'global_code': '85FQQ3CX+4G'}","['hardware_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","3870 Quebec Street, Denver",39.7703054,-104.901155,8.3725,2,food_water_shelter
"{'location': {'lat': 39.7723565, 'lng': -104.7996458}, 'viewport': {'northeast': {'lat': 39.77360763029149, 'lng': -104.7982958197085}, 'southwest': {'lat': 39.77090966970849, 'lng': -104.8009937802915}}}",Jimmy John's,"{'compound_code': 'Q6C2+W4 Aurora, Colorado, United States', 'global_code': '85FQQ6C2+W4'}","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","3995 Lewiston Street, Aurora",39.7723565,-104.7996458,16.7231,2,food_water_shelter
"{'location': {'lat': 39.7729396, 'lng': -104.9759118}, 'viewport': {'northeast': {'lat': 39.7741222302915, 'lng': -104.9746819697085}, 'southwest': {'lat': 39.7714242697085, 'lng': -104.9773799302915}}}",Natural Grocers,"{'compound_code': 'Q2FF+5J Denver, Colorado, United States', 'global_code': '85FQQ2FF+5J'}","['grocery_or_supermarket', 'supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']","3757 Brighton Boulevard, Denver",39.7729396,-104.9759118,3.9474,2,food_water_shelter
"{'location': {'lat': 39.7920643, 'lng': -105.0561905}, 'viewport': {'northeast': {'lat': 39.7934126302915, 'lng': -105.0549695697085}, 'southwest': {'lat': 39.7907146697085, 'lng': -105.0576675302915}}}",Inspiration Valley,"{'compound_code': 'QWRV+RG Arvada, Colorado, United States', 'global_code': '85FPQWRV+RG'}","['rv_park', 'lodging', 'point_of_interest', 'establishment']","5250 West 53rd Avenue, Arvada",39.7920643,-105.0561905,8.1497,2,food_water_shelter
