geometry,name,plus_code,types,vicinity,latitude,longitude,lifeline_number,lifeline_category
"{'location': {'lat': 39.7462956, 'lng': -104.9946041}, 'viewport': {'northeast': {'lat': 39.7475757302915, 'lng': -104.9931656197085}, 'southwest': {'lat': 39.7448777697085, 'lng': -104.9958635802915}}}","Mermaids Bakery- Cupcakes, Cakes & Pies","{'compound_code': 'P2W4+G5 Denver, Colorado, United States', 'global_code': '85FQP2W4+G5'}","['bakery', 'food', 'point_of_interest', 'store', 'establishment']","1543 Champa Street, Denver",39.7462956,-104.9946041,2,food_water_shelter
"{'location': {'lat': 39.7464506, 'lng': -104.9979995}, 'viewport': {'northeast': {'lat': 39.7478586302915, 'lng': -104.9967639197085}, 'southwest': {'lat': 39.7451606697085, 'lng': -104.9994618802915}}}",Four Seasons Hotel Denver,"{'compound_code': 'P2W2+HR Denver, Colorado, United States', 'global_code': '85FQP2W2+HR'}","['spa', 'lodging', 'point_of_interest', 'establishment']","1111 14th Street, Denver",39.7464506,-104.9979995,2,food_water_shelter
"{'location': {'lat': 39.7466679, 'lng': -104.9921944}, 'viewport': {'northeast': {'lat': 39.7481272302915, 'lng': -104.9907850197085}, 'southwest': {'lat': 39.7454292697085, 'lng': -104.9934829802915}}}","Magnolia Hotel Denver, a Tribute Portfolio Hotel","{'compound_code': 'P2W5+M4 Denver, Colorado, United States', 'global_code': '85FQP2W5+M4'}","['lodging', 'point_of_interest', 'establishment']","818 17th Street, Denver",39.7466679,-104.99219440000002,2,food_water_shelter
"{'location': {'lat': 39.7467321, 'lng': -104.9948627}, 'viewport': {'northeast': {'lat': 39.7480199802915, 'lng': -104.9936720197085}, 'southwest': {'lat': 39.7453220197085, 'lng': -104.9963699802915}}}",Courtyard by Marriott Denver Downtown,"{'compound_code': 'P2W4+M3 Denver, Colorado, United States', 'global_code': '85FQP2W4+M3'}","['lodging', 'point_of_interest', 'establishment']","934 16th Street Mall, Denver",39.7467321,-104.99486270000001,2,food_water_shelter
"{'location': {'lat': 39.74681229999999, 'lng': -104.9948482}, 'viewport': {'northeast': {'lat': 39.7482649302915, 'lng': -104.9933700697085}, 'southwest': {'lat': 39.7455669697085, 'lng': -104.9960680302915}}}",Rialto Cafe,"{'compound_code': 'P2W4+P3 Denver, Colorado, United States', 'global_code': '85FQP2W4+P3'}","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","934 16th Street Mall, Denver",39.74681229999999,-104.9948482,2,food_water_shelter
"{'location': {'lat': 39.7475365, 'lng': -105.0038053}, 'viewport': {'northeast': {'lat': 39.74897893029149, 'lng': -105.0024315197085}, 'southwest': {'lat': 39.74628096970849, 'lng': -105.0051294802915}}}",SpringHill Suites by Marriott Denver Downtown,"{'compound_code': 'PXXW+2F Denver, Colorado, United States', 'global_code': '85FPPXXW+2F'}","['lodging', 'point_of_interest', 'establishment']","1190 Auraria Parkway, Denver",39.7475365,-105.00380530000001,2,food_water_shelter
"{'location': {'lat': 39.7475681, 'lng': -104.9947965}, 'viewport': {'northeast': {'lat': 39.7488171802915, 'lng': -104.9935765197085}, 'southwest': {'lat': 39.7461192197085, 'lng': -104.9962744802915}}}",Rock Bottom Restaurant & Brewery,"{'compound_code': 'P2X4+23 Denver, Colorado, United States', 'global_code': '85FQP2X4+23'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1001 16th Street Mall #A-100, Denver",39.7475681,-104.9947965,2,food_water_shelter
"{'location': {'lat': 39.7476885, 'lng': -105.0000846}, 'viewport': {'northeast': {'lat': 39.7490025302915, 'lng': -104.9987829697085}, 'southwest': {'lat': 39.7463045697085, 'lng': -105.0014809302915}}}",Euclid Hall Bar & Kitchen,"{'compound_code': 'PXXX+3X Denver, Colorado, United States', 'global_code': '85FPPXXX+3X'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1317 14th Street, Denver",39.7476885,-105.0000846,2,food_water_shelter
"{'location': {'lat': 39.7477889, 'lng': -104.9929023}, 'viewport': {'northeast': {'lat': 39.74908988029149, 'lng': -104.9916127197085}, 'southwest': {'lat': 39.7463919197085, 'lng': -104.9943106802915}}}",Panzano,"{'compound_code': 'P2X4+4R Denver, Colorado, United States', 'global_code': '85FQP2X4+4R'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","909 17th Street, Denver",39.747788899999996,-104.99290230000001,2,food_water_shelter
"{'location': {'lat': 39.747902, 'lng': -104.992659}, 'viewport': {'northeast': {'lat': 39.7491462802915, 'lng': -104.9911667697085}, 'southwest': {'lat': 39.7464483197085, 'lng': -104.9938647302915}}}",Kimpton Hotel Monaco Denver,"{'compound_code': 'P2X4+5W Denver, Colorado, United States', 'global_code': '85FQP2X4+5W'}","['spa', 'lodging', 'point_of_interest', 'establishment']","1717 Champa Street, Denver",39.747902,-104.992659,2,food_water_shelter
"{'location': {'lat': 39.7480231, 'lng': -104.992203}, 'viewport': {'northeast': {'lat': 39.7493325802915, 'lng': -104.9907923697085}, 'southwest': {'lat': 39.7466346197085, 'lng': -104.9934903302915}}}",Residence Inn by Marriott Denver City Center,"{'compound_code': 'P2X5+64 Denver, Colorado, United States', 'global_code': '85FQP2X5+64'}","['lodging', 'point_of_interest', 'establishment']","1725 Champa Street, Denver",39.748023100000005,-104.992203,2,food_water_shelter
"{'location': {'lat': 39.74808950000001, 'lng': -104.9956592}, 'viewport': {'northeast': {'lat': 39.7494580802915, 'lng': -104.9944868197085}, 'southwest': {'lat': 39.7467601197085, 'lng': -104.9971847802915}}}",Skyline Beer Garden,"{'compound_code': 'P2X3+6P Denver, Colorado, United States', 'global_code': '85FQP2X3+6P'}","['tourist_attraction', 'park', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1601 Arapahoe Street, Denver",39.748089500000006,-104.99565919999999,2,food_water_shelter
"{'location': {'lat': 39.7481242, 'lng': -104.9992138}, 'viewport': {'northeast': {'lat': 39.7493972302915, 'lng': -104.9977639697085}, 'southwest': {'lat': 39.7466992697085, 'lng': -105.0004619302915}}}",The Market at Larimer Square,"{'compound_code': 'P2X2+68 Denver, Colorado, United States', 'global_code': '85FQP2X2+68'}","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1445 Larimer Street, Denver",39.7481242,-104.9992138,2,food_water_shelter
"{'location': {'lat': 39.7481497, 'lng': -104.8263054}, 'viewport': {'northeast': {'lat': 39.7495230802915, 'lng': -104.8247931197085}, 'southwest': {'lat': 39.7468251197085, 'lng': -104.8274910802915}}}",Denver Meadows R.V. Park,"{'compound_code': 'P5XF+7F Aurora, Colorado, United States', 'global_code': '85FQP5XF+7F'}","['rv_park', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']","2075 Potomac Street, Aurora",39.748149700000006,-104.8263054,2,food_water_shelter
"{'location': {'lat': 39.74818009999999, 'lng': -104.9991492}, 'viewport': {'northeast': {'lat': 39.74945183029149, 'lng': -104.9976976697085}, 'southwest': {'lat': 39.74675386970849, 'lng': -105.0003956302915}}}",Osteria Marco,"{'compound_code': 'P2X2+78 Denver, Colorado, United States', 'global_code': '85FQP2X2+78'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1453 Larimer Street, Denver",39.74818009999999,-104.9991492,2,food_water_shelter
"{'location': {'lat': 39.7485816, 'lng': -104.9976901}, 'viewport': {'northeast': {'lat': 39.7500376802915, 'lng': -104.9964843697085}, 'southwest': {'lat': 39.7473397197085, 'lng': -104.9991823302915}}}",Denver Casino & Poker Rentals,"{'compound_code': 'P2X2+CW Denver, Colorado, United States', 'global_code': '85FQP2X2+CW'}","['casino', 'food', 'point_of_interest', 'establishment']","1550 Larimer Street, Denver",39.7485816,-104.99769009999999,2,food_water_shelter
"{'location': {'lat': 39.7486565, 'lng': -105.0076028}, 'viewport': {'northeast': {'lat': 39.7496639302915, 'lng': -105.0058890197085}, 'southwest': {'lat': 39.7469659697085, 'lng': -105.0085869802915}}}",Colorado Avalanche-Nhl Hockey,"{'compound_code': 'PXXR+FX Denver, Colorado, United States', 'global_code': '85FPPXXR+FX'}","['stadium', 'point_of_interest', 'establishment']","1000 Chopper Circle, Denver",39.7486565,-105.00760279999999,2,food_water_shelter
"{'location': {'lat': 39.74866, 'lng': -105.00771}, 'viewport': {'northeast': {'lat': 39.7495772802915, 'lng': -105.0061145197085}, 'southwest': {'lat': 39.7468793197085, 'lng': -105.0088124802915}}}",Pepsi Center,"{'compound_code': 'PXXR+FW Denver, Colorado, United States', 'global_code': '85FPPXXR+FW'}","['stadium', 'point_of_interest', 'establishment']","1000 Chopper Circle, Denver",39.74866,-105.00771,2,food_water_shelter
"{'location': {'lat': 39.7488648, 'lng': -104.9966712}, 'viewport': {'northeast': {'lat': 39.7501509802915, 'lng': -104.9954046697085}, 'southwest': {'lat': 39.7474530197085, 'lng': -104.9981026302915}}}",Mellow Mushroom,"{'compound_code': 'P2X3+G8 Denver, Colorado, United States', 'global_code': '85FQP2X3+G8'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1201 16th Street Mall #108, Denver",39.7488648,-104.99667120000001,2,food_water_shelter
"{'location': {'lat': 39.7488753, 'lng': -104.9955161}, 'viewport': {'northeast': {'lat': 39.7502728802915, 'lng': -104.9942296697085}, 'southwest': {'lat': 39.7475749197085, 'lng': -104.9969276302915}}}",The Westin Denver Downtown,"{'compound_code': 'P2X3+HQ Denver, Colorado, United States', 'global_code': '85FQP2X3+HQ'}","['lodging', 'point_of_interest', 'establishment']","1672 Lawrence Street, Denver",39.748875299999995,-104.99551609999999,2,food_water_shelter
"{'location': {'lat': 39.7492785, 'lng': -104.9997302}, 'viewport': {'northeast': {'lat': 39.7505887802915, 'lng': -104.9984267197085}, 'southwest': {'lat': 39.7478908197085, 'lng': -105.0011246802915}}}",P.F. Chang's,"{'compound_code': 'P2X2+P4 Denver, Colorado, United States', 'global_code': '85FQP2X2+P4'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1415 15th Street, Denver",39.749278499999996,-104.99973020000002,2,food_water_shelter
"{'location': {'lat': 39.7497862, 'lng': -104.9173109}, 'viewport': {'northeast': {'lat': 39.7511932802915, 'lng': -104.9159619197085}, 'southwest': {'lat': 39.7484953197085, 'lng': -104.9186598802915}}}",Cake Crumbs Bakery & Cafe,"{'compound_code': 'P3XM+W3 Denver, Colorado, United States', 'global_code': '85FQP3XM+W3'}","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2216 Kearney Street, Denver",39.7497862,-104.91731090000002,2,food_water_shelter
"{'location': {'lat': 39.7499645, 'lng': -104.999693}, 'viewport': {'northeast': {'lat': 39.7513543302915, 'lng': -104.9983977697085}, 'southwest': {'lat': 39.7486563697085, 'lng': -105.0010957302915}}}",Freshcraft,"{'compound_code': 'P2X2+X4 Denver, Colorado, United States', 'global_code': '85FQP2X2+X4'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1530 Blake Street, Denver",39.749964500000004,-104.999693,2,food_water_shelter
"{'location': {'lat': 39.7517467, 'lng': -104.9927093}, 'viewport': {'northeast': {'lat': 39.7530308802915, 'lng': -104.9912741697085}, 'southwest': {'lat': 39.75033291970851, 'lng': -104.9939721302915}}}",Pacific Mercantile Company,"{'compound_code': 'Q224+MW Denver, Colorado, United States', 'global_code': '85FQQ224+MW'}","['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']","1925 Lawrence Street, Denver",39.7517467,-104.99270929999999,2,food_water_shelter
"{'location': {'lat': 39.7518221, 'lng': -105.0139394}, 'viewport': {'northeast': {'lat': 39.7534829802915, 'lng': -105.0125295197085}, 'southwest': {'lat': 39.75078501970851, 'lng': -105.0152274802915}}}",Downtown Aquarium,"{'compound_code': 'QX2P+PC Denver, Colorado, United States', 'global_code': '85FPQX2P+PC'}","['tourist_attraction', 'aquarium', 'amusement_park', 'restaurant', 'food', 'point_of_interest', 'establishment']","700 Water Street, Denver",39.751822100000005,-105.01393940000001,2,food_water_shelter
"{'location': {'lat': 39.7524441, 'lng': -104.9972653}, 'viewport': {'northeast': {'lat': 39.7536840802915, 'lng': -104.9957755697085}, 'southwest': {'lat': 39.7509861197085, 'lng': -104.9984735302915}}}",7-Eleven,"{'compound_code': 'Q223+X3 Denver, Colorado, United States', 'global_code': '85FQQ223+X3'}","['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","1775 Blake Street, Denver",39.7524441,-104.9972653,2,food_water_shelter
"{'location': {'lat': 39.75262610000001, 'lng': -104.9960644}, 'viewport': {'northeast': {'lat': 39.75407818029151, 'lng': -104.9947916697085}, 'southwest': {'lat': 39.75138021970851, 'lng': -104.9974896302915}}}",Vesta,"{'compound_code': 'Q233+3H Denver, Colorado, United States', 'global_code': '85FQQ233+3H'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1822 Blake Street, Denver",39.75262610000001,-104.99606440000001,2,food_water_shelter
"{'location': {'lat': 39.7528151, 'lng': -104.9994177}, 'viewport': {'northeast': {'lat': 39.7542237302915, 'lng': -104.9981483197085}, 'southwest': {'lat': 39.7515257697085, 'lng': -105.0008462802915}}}",Venice,"{'compound_code': 'Q232+46 Denver, Colorado, United States', 'global_code': '85FQQ232+46'}","['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Wynkoop Street, Denver",39.7528151,-104.99941770000001,2,food_water_shelter
"{'location': {'lat': 39.75325830000001, 'lng': -104.9924389}, 'viewport': {'northeast': {'lat': 39.75457453029151, 'lng': -104.9910017197085}, 'southwest': {'lat': 39.75187656970851, 'lng': -104.9936996802915}}}",Marquis Pizza,"{'compound_code': 'Q235+82 Denver, Colorado, United States', 'global_code': '85FQQ235+82'}","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","2009 Larimer Street, Denver",39.75325830000001,-104.9924389,2,food_water_shelter
"{'location': {'lat': 39.7540021, 'lng': -104.9985353}, 'viewport': {'northeast': {'lat': 39.75529488029149, 'lng': -104.9970996197085}, 'southwest': {'lat': 39.75259691970849, 'lng': -104.9997975802915}}}",Rodizio Grill - Denver,"{'compound_code': 'Q232+JH Denver, Colorado, United States', 'global_code': '85FQQ232+JH'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1801 Wynkoop Street, Denver",39.7540021,-104.99853529999999,2,food_water_shelter
"{'location': {'lat': 39.7541032, 'lng': -105.0002242}, 'viewport': {'northeast': {'lat': 39.75545218029149, 'lng': -104.9988752197085}, 'southwest': {'lat': 39.75275421970849, 'lng': -105.0015731802915}}}",Rounders At the Sandlot,,"['stadium', 'point_of_interest', 'establishment']",Denver,39.7541032,-105.0002242,2,food_water_shelter
"{'location': {'lat': 39.75450589999999, 'lng': -104.9909703}, 'viewport': {'northeast': {'lat': 39.75578228029149, 'lng': -104.9895167697085}, 'southwest': {'lat': 39.75308431970849, 'lng': -104.9922147302915}}}",Marco's Coal Fired | Ballpark,"{'compound_code': 'Q235+RJ Denver, Colorado, United States', 'global_code': '85FQQ235+RJ'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2129 Larimer Street, Denver",39.75450589999999,-104.9909703,2,food_water_shelter
"{'location': {'lat': 39.75501440000001, 'lng': -105.146555}, 'viewport': {'northeast': {'lat': 39.7563530802915, 'lng': -105.1451083197085}, 'southwest': {'lat': 39.7536551197085, 'lng': -105.1478062802915}}}",Golden Goal Sports Complex,"{'compound_code': 'QV43+29 Golden, Colorado, United States', 'global_code': '85FPQV43+29'}","['stadium', 'health', 'point_of_interest', 'establishment']","2650 Alkire Street, Golden",39.75501440000001,-105.146555,2,food_water_shelter
"{'location': {'lat': 39.7558823, 'lng': -104.9941781}, 'viewport': {'northeast': {'lat': 39.76124635, 'lng': -104.98856195}, 'southwest': {'lat': 39.75233295, 'lng': -104.99605015}}}",Coors Field,"{'compound_code': 'Q244+98 Denver, Colorado, United States', 'global_code': '85FQQ244+98'}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']","2001 Blake Street, Denver",39.755882299999996,-104.9941781,2,food_water_shelter
"{'location': {'lat': 39.7586993, 'lng': -105.0091487}, 'viewport': {'northeast': {'lat': 39.7599579802915, 'lng': -105.0077501697085}, 'southwest': {'lat': 39.7572600197085, 'lng': -105.0104481302915}}}",Ale House,"{'compound_code': 'QX5R+F8 Denver, Colorado, United States', 'global_code': '85FPQX5R+F8'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2501 16th Street, Denver",39.758699299999996,-105.0091487,2,food_water_shelter
"{'location': {'lat': 39.7595239, 'lng': -105.0113827}, 'viewport': {'northeast': {'lat': 39.76093738029149, 'lng': -105.0101529697085}, 'southwest': {'lat': 39.7582394197085, 'lng': -105.0128509302915}}}",Linger,"{'compound_code': 'QX5Q+RC Denver, Colorado, United States', 'global_code': '85FPQX5Q+RC'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2030 West 30th Avenue, Denver",39.7595239,-105.0113827,2,food_water_shelter
"{'location': {'lat': 39.7599462, 'lng': -104.9021892}, 'viewport': {'northeast': {'lat': 39.76134753029149, 'lng': -104.9008397697085}, 'southwest': {'lat': 39.7586495697085, 'lng': -104.9035377302915}}}",Walgreens,"{'compound_code': 'Q35X+X4 Denver, Colorado, United States', 'global_code': '85FQQ35X+X4'}","['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","7311 East 29th Drive, Denver",39.75994620000001,-104.9021892,2,food_water_shelter
"{'location': {'lat': 39.7599625, 'lng': -105.0258346}, 'viewport': {'northeast': {'lat': 39.7613091302915, 'lng': -105.0243558197085}, 'southwest': {'lat': 39.7586111697085, 'lng': -105.0270537802915}}}",Walgreens,"{'compound_code': 'QX5F+XM Denver, Colorado, United States', 'global_code': '85FPQX5F+XM'}","['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","2975 Federal Boulevard, Denver",39.7599625,-105.0258346,2,food_water_shelter
"{'location': {'lat': 39.761122, 'lng': -104.981744}, 'viewport': {'northeast': {'lat': 39.7625242302915, 'lng': -104.9804669197085}, 'southwest': {'lat': 39.7598262697085, 'lng': -104.9831648802915}}}",Crema Coffee House,"{'compound_code': 'Q269+C8 Denver, Colorado, United States', 'global_code': '85FQQ269+C8'}","['cafe', 'food', 'point_of_interest', 'store', 'establishment']","2862 Larimer Street, Denver",39.761122,-104.98174399999999,2,food_water_shelter
"{'location': {'lat': 39.76218329999999, 'lng': -105.0134083}, 'viewport': {'northeast': {'lat': 39.7634532302915, 'lng': -105.0120595697085}, 'southwest': {'lat': 39.7607552697085, 'lng': -105.0147575302915}}}",Highland Tap and Burger,"{'compound_code': 'QX6P+VJ Denver, Colorado, United States', 'global_code': '85FPQX6P+VJ'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2219 West 32nd Avenue, Denver",39.76218329999999,-105.01340829999998,2,food_water_shelter
"{'location': {'lat': 39.7630738, 'lng': -105.0056016}, 'viewport': {'northeast': {'lat': 39.7645013302915, 'lng': -105.0042527697085}, 'southwest': {'lat': 39.7618033697085, 'lng': -105.0069507302915}}}",Root Down,"{'compound_code': 'QX7V+6Q Denver, Colorado, United States', 'global_code': '85FPQX7V+6Q'}","['restaurant', 'food', 'point_of_interest', 'establishment']","1600 West 33rd Avenue, Denver",39.763073799999994,-105.00560159999998,2,food_water_shelter
"{'location': {'lat': 39.7676765, 'lng': -104.8993479}, 'viewport': {'northeast': {'lat': 39.7691614802915, 'lng': -104.8979494697085}, 'southwest': {'lat': 39.7664635197085, 'lng': -104.9006474302915}}}",Buffalo Wild Wings,"{'compound_code': 'Q492+37 Denver, Colorado, United States', 'global_code': '85FQQ492+37'}","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","7607 East 36th Avenue Suite 830, Denver",39.7676765,-104.89934790000001,2,food_water_shelter
"{'location': {'lat': 39.7696736, 'lng': -105.0835439}, 'viewport': {'northeast': {'lat': 39.7710002802915, 'lng': -105.0820685197085}, 'southwest': {'lat': 39.7683023197085, 'lng': -105.0847664802915}}}",Little Caesars Pizza,"{'compound_code': 'QW98+VH Wheat Ridge, Colorado, United States', 'global_code': '85FPQW98+VH'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","7777 West 38th Avenue, Wheat Ridge",39.769673600000004,-105.0835439,2,food_water_shelter
"{'location': {'lat': 39.7697177, 'lng': -104.8972893}, 'viewport': {'northeast': {'lat': 39.77082433029149, 'lng': -104.8963745197085}, 'southwest': {'lat': 39.76812636970849, 'lng': -104.8990724802915}}}",Subway,"{'compound_code': 'Q493+V3 Denver, Colorado, United States', 'global_code': '85FQQ493+V3'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","7800 East Smith Road, Denver",39.7697177,-104.8972893,2,food_water_shelter
"{'location': {'lat': 39.7699682, 'lng': -104.8980111}, 'viewport': {'northeast': {'lat': 39.7710728802915, 'lng': -104.8967290697085}, 'southwest': {'lat': 39.7683749197085, 'lng': -104.8994270302915}}}",Walmart Supercenter,"{'compound_code': 'Q492+XQ Denver, Colorado, United States', 'global_code': '85FQQ492+XQ'}","['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'food', 'point_of_interest', 'store', 'establishment']","7800 Smith Road, Denver",39.7699682,-104.8980111,2,food_water_shelter
"{'location': {'lat': 39.77030139999999, 'lng': -104.8968074}, 'viewport': {'northeast': {'lat': 39.7716503802915, 'lng': -104.8953278697085}, 'southwest': {'lat': 39.7689524197085, 'lng': -104.8980258302915}}}",Walmart Bakery,"{'compound_code': 'Q4C3+47 Denver, Colorado, United States', 'global_code': '85FQQ4C3+47'}","['bakery', 'food', 'point_of_interest', 'store', 'establishment']","7800 Smith Road, Denver",39.770301399999994,-104.8968074,2,food_water_shelter
"{'location': {'lat': 39.7729396, 'lng': -104.9759118}, 'viewport': {'northeast': {'lat': 39.7741222302915, 'lng': -104.9746819697085}, 'southwest': {'lat': 39.7714242697085, 'lng': -104.9773799302915}}}",Natural Grocers,"{'compound_code': 'Q2FF+5J Denver, Colorado, United States', 'global_code': '85FQQ2FF+5J'}","['grocery_or_supermarket', 'supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']","3757 Brighton Boulevard, Denver",39.7729396,-104.9759118,2,food_water_shelter
"{'location': {'lat': 39.776712, 'lng': -105.044178}, 'viewport': {'northeast': {'lat': 39.77813413029149, 'lng': -105.0428279197085}, 'southwest': {'lat': 39.77543616970849, 'lng': -105.0455258802915}}}","PARISI pizzeria, trattoria e vino","{'compound_code': 'QXG4+M8 Denver, Colorado, United States', 'global_code': '85FPQXG4+M8'}","['grocery_or_supermarket', 'meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","4401 Tennyson Street, Denver",39.776711999999996,-105.044178,2,food_water_shelter
"{'location': {'lat': 39.78101410000001, 'lng': -104.8465307}, 'viewport': {'northeast': {'lat': 39.7823862802915, 'lng': -104.8450333697085}, 'southwest': {'lat': 39.77968831970851, 'lng': -104.8477313302915}}}",Shell,"{'compound_code': 'Q5J3+C9 Denver, Colorado, United States', 'global_code': '85FQQ5J3+C9'}","['gas_station', 'atm', 'car_wash', 'convenience_store', 'finance', 'food', 'point_of_interest', 'store', 'establishment']","4650 Peoria Street, Denver",39.78101410000001,-104.8465307,2,food_water_shelter
"{'location': {'lat': 39.7826123, 'lng': -105.0058446}, 'viewport': {'northeast': {'lat': 39.7838771302915, 'lng': -105.0045257697085}, 'southwest': {'lat': 39.7811791697085, 'lng': -105.0072237302915}}}",7-Eleven,"{'compound_code': 'QXMV+2M Denver, Colorado, United States', 'global_code': '85FPQXMV+2M'}","['convenience_store', 'gas_station', 'food', 'point_of_interest', 'store', 'establishment']","1595 West 47th Avenue, Denver",39.7826123,-105.0058446,2,food_water_shelter
"{'location': {'lat': 39.784925, 'lng': -105.024743}, 'viewport': {'northeast': {'lat': 39.7862272802915, 'lng': -105.0234561197085}, 'southwest': {'lat': 39.7835293197085, 'lng': -105.0261540802915}}}",Village Inn,"{'compound_code': 'QXMG+X4 Denver, Colorado, United States', 'global_code': '85FPQXMG+X4'}","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","4850 Federal Boulevard, Denver",39.784925,-105.02474299999999,2,food_water_shelter
"{'location': {'lat': 39.78996739999999, 'lng': -105.0256922}, 'viewport': {'northeast': {'lat': 39.7913206802915, 'lng': -105.0242352697085}, 'southwest': {'lat': 39.7886227197085, 'lng': -105.0269332302915}}}",Subway,"{'compound_code': 'QXQF+XP Denver, Colorado, United States', 'global_code': '85FPQXQF+XP'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","5115 North Federal Boulevard #2, Denver",39.78996739999999,-105.02569220000001,2,food_water_shelter
"{'location': {'lat': 39.7920643, 'lng': -105.0561905}, 'viewport': {'northeast': {'lat': 39.7934126302915, 'lng': -105.0549695697085}, 'southwest': {'lat': 39.7907146697085, 'lng': -105.0576675302915}}}",Inspiration Valley,"{'compound_code': 'QWRV+RG Arvada, Colorado, United States', 'global_code': '85FPQWRV+RG'}","['rv_park', 'lodging', 'point_of_interest', 'establishment']","5250 West 53rd Avenue, Arvada",39.7920643,-105.0561905,2,food_water_shelter
"{'location': {'lat': 39.7936058, 'lng': -105.0549222}, 'viewport': {'northeast': {'lat': 39.7949553802915, 'lng': -105.0535732697085}, 'southwest': {'lat': 39.7922574197085, 'lng': -105.0562712302915}}}",Sheridan,"{'compound_code': 'QWVW+C2 Arvada, Colorado, United States', 'global_code': '85FPQWVW+C2'}","['rv_park', 'lodging', 'point_of_interest', 'establishment']","5305 Sheridan Boulevard, Arvada",39.793605799999995,-105.05492220000001,2,food_water_shelter
"{'location': {'lat': 39.7967328, 'lng': -105.0782204}, 'viewport': {'northeast': {'lat': 39.7980562802915, 'lng': -105.0768713197085}, 'southwest': {'lat': 39.7953583197085, 'lng': -105.0795692802915}}}",Cold Stone Creamery,"{'compound_code': 'QWWC+MP Arvada, Colorado, United States', 'global_code': '85FPQWWC+MP'}","['bakery', 'food', 'point_of_interest', 'store', 'establishment']","5545 Wadsworth Bypass ste d, Arvada",39.7967328,-105.07822040000002,2,food_water_shelter
"{'location': {'lat': 39.7970106, 'lng': -105.0786464}, 'viewport': {'northeast': {'lat': 39.7983547302915, 'lng': -105.0771839197085}, 'southwest': {'lat': 39.7956567697085, 'lng': -105.0798818802915}}}",Einstein Bros. Bagels,"{'compound_code': 'QWWC+RG Arvada, Colorado, United States', 'global_code': '85FPQWWC+RG'}","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5545 Wadsworth Bypass unit b, Arvada",39.7970106,-105.07864640000001,2,food_water_shelter
"{'location': {'lat': 39.7977795, 'lng': -105.0278663}, 'viewport': {'northeast': {'lat': 39.7990802802915, 'lng': -105.0265169197085}, 'southwest': {'lat': 39.79638231970851, 'lng': -105.0292148802915}}}",Rustic Ranch Mobile Home Park,"{'compound_code': 'QXXC+4V Berkley, Colorado, United States', 'global_code': '85FPQXXC+4V'}","['rv_park', 'lodging', 'point_of_interest', 'establishment']","5565 Federal Boulevard, Denver",39.7977795,-105.0278663,2,food_water_shelter
